Date,Close,Adj Close,Volume
12/19/2019,155.710007,154.854584,24958900
12/20/2019,157.410004,156.545242,53477500
12/23/2019,157.410004,156.545242,17718200
12/24/2019,157.380005,156.515396,8989200
12/26/2019,158.669998,157.798309,14520600
12/27/2019,158.960007,158.086731,18412800
12/30/2019,157.589996,156.724243,16348400
12/31/2019,157.699997,156.833633,18369400
1/2/2020,160.619995,159.737595,22622100
1/3/2020,158.619995,157.748581,21116200
1/6/2020,159.029999,158.156342,20813700
1/7/2020,157.580002,156.71431,21634100
1/8/2020,160.089996,159.210495,27746500
1/9/2020,162.089996,161.199509,21385000
1/10/2020,161.339996,160.453644,20725900
1/13/2020,163.279999,162.38298,21626500
1/14/2020,162.130005,161.239304,23477400
1/15/2020,163.179993,162.283539,21417900
1/16/2020,166.169998,165.257111,23865400
1/17/2020,167.100006,166.182007,34371700
1/21/2020,166.5,165.585297,29517200
1/22/2020,165.699997,164.789688,24138800
1/23/2020,166.720001,165.804092,19680800
1/24/2020,165.039993,164.133316,24918100
1/27/2020,162.279999,161.388474,32078100
1/28/2020,165.460007,164.551025,24899900
1/29/2020,168.039993,167.116821,34754500
1/30/2020,172.779999,171.830795,51597500
1/31/2020,170.229996,169.2948,36142700
2/3/2020,174.380005,173.422012,30149100
2/4/2020,180.119995,179.130478,36433300
2/5/2020,179.899994,178.911682,39186300
2/6/2020,183.630005,182.621201,27751400
2/7/2020,183.889999,182.879761,33529100
2/10/2020,188.699997,187.66333,35844300
2/11/2020,184.440002,183.426743,53159900
2/12/2020,184.710007,183.695251,47062900
2/13/2020,183.710007,182.70076,35295800
2/14/2020,185.350006,184.331741,23149500
2/18/2020,187.229996,186.201416,27792200
2/19/2020,187.279999,186.759857,29997500
2/20/2020,184.419998,183.907806,36862400
2/21/2020,178.589996,178.093994,48572600
2/24/2020,170.889999,170.415375,68311100
2/25/2020,168.070007,167.603226,68073300
2/26/2020,170.169998,169.697372,56206100
2/27/2020,158.179993,157.740677,93033600
2/28/2020,162.009995,161.560043,97073600
3/2/2020,172.789993,172.310104,71030800
3/3/2020,164.509995,164.053101,71677000
3/4/2020,170.550003,170.076324,49814400
3/5/2020,166.270004,165.808212,47817300
3/6/2020,161.570007,161.121277,72821100
3/9/2020,150.619995,150.201675,70419300
3/10/2020,160.919998,160.473068,65354400
3/11/2020,153.630005,153.203323,56371600
3/12/2020,139.059998,138.673782,93226400
3/13/2020,158.830002,158.38887,92727400
3/16/2020,135.419998,135.043884,87905900
3/17/2020,146.570007,146.162933,81059800
3/18/2020,140.399994,140.010056,81593200
3/19/2020,142.710007,142.31366,85922700
3/20/2020,137.350006,136.968536,84866200
3/23/2020,135.979996,135.602341,78975200
3/24/2020,148.339996,147.928009,82516700
3/25/2020,146.919998,146.511948,75638200
3/26/2020,156.110001,155.676437,64568100
3/27/2020,149.699997,149.284225,57042300
3/30/2020,160.229996,159.784988,63420300
3/31/2020,157.710007,157.271988,77927200
4/1/2020,152.110001,151.687546,57969900
4/2/2020,155.259995,154.828781,49630700
4/3/2020,153.830002,153.402771,41243300
4/6/2020,165.270004,164.810989,67111700
4/7/2020,163.490005,163.035934,62769000
4/8/2020,165.130005,164.671387,48318200
4/9/2020,165.139999,164.681351,51431800
4/13/2020,165.509995,165.050323,41905300
4/14/2020,173.699997,173.217575,52874300
4/15/2020,171.880005,171.402634,40940800
4/16/2020,177.039993,176.548294,50479600
4/17/2020,178.600006,178.103973,52765600
4/20/2020,175.059998,174.573792,36669600
4/21/2020,167.820007,167.353912,56203700
4/22/2020,173.520004,173.038086,34651600
4/23/2020,171.419998,170.943909,32790800
4/24/2020,174.550003,174.065216,34305300
4/27/2020,174.050003,173.566605,33194400
4/28/2020,169.809998,169.338379,34392700
4/29/2020,177.429993,176.93721,51286600
4/30/2020,179.210007,178.71228,53661300
5/1/2020,174.570007,174.085175,39370500
5/4/2020,178.839996,178.343292,30372900
5/5/2020,180.759995,180.257965,36839200
5/6/2020,182.539993,182.03302,32139300
5/7/2020,183.600006,183.090088,28316000
5/8/2020,184.679993,184.167068,30912600
5/11/2020,186.740005,186.221359,30892700
5/12/2020,182.509995,182.003098,32038200
5/13/2020,179.75,179.250778,44711500
5/14/2020,180.529999,180.02861,41873900
5/15/2020,183.160004,182.651306,46610400
5/18/2020,184.910004,184.396439,35306600
5/19/2020,183.630005,183.119995,26799100
5/20/2020,185.660004,185.660004,31261300
5/21/2020,183.429993,183.429993,29119500
5/22/2020,183.509995,183.509995,20826900
5/26/2020,181.570007,181.570007,36073600
5/27/2020,181.809998,181.809998,39517100
5/28/2020,181.399994,181.399994,33810200
5/29/2020,183.25,183.25,42146700
6/1/2020,182.830002,182.830002,22622400
6/2/2020,184.910004,184.910004,30794600
6/3/2020,185.360001,185.360001,27311000
6/4/2020,182.919998,182.919998,28761800
6/5/2020,187.199997,187.199997,39893600
6/8/2020,188.360001,188.360001,33211600
6/9/2020,189.800003,189.800003,29783900
6/10/2020,196.839996,196.839996,43872300
6/11/2020,186.270004,186.270004,52854700
